Track_uri,Album_name,Track_name,Track_genres,Artist_name,Track_popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
spotify:track:4peiaLdhDgUgQ646Gpbvh3,Love Aaj Kal,"Dooriyan (From ""Love Aaj Kal"")","desi pop,filmi,modern bollywood",Mohit Chauhan,40,0.517,0.716,7,-6.582,0.0509,0.611,0.0,0.11,0.594,122.952,337360
spotify:track:52itZ0w0CydihB2JCZEIft,Once Upon A Time In Mumbaai,Pee Loon,"desi pop,filmi,modern bollywood",Mohit Chauhan,67,0.656,0.721,8,-5.064,0.0364,0.277,0.000139,0.188,0.883,83.95,285687
spotify:track:5zcfnScTSFGCHGY1yeXWke,The Dirty Picture,Ishq Sufiyana (Male),"desi pop,punjabi pop",Kamal Khan,63,0.511,0.622,10,-6.184,0.0435,0.0662,7.78e-05,0.0465,0.387,85.349,325257
spotify:track:48pyUxg9RYuwie5M9R7qRn,Roy,Sooraj Dooba Hain,"desi pop,filmi,modern bollywood",Arijit Singh,62,0.616,0.75,2,-4.629,0.0594,0.172,0.0,0.137,0.434,128.051,264854
spotify:track:4J5OpeZUR2msDPfMsIeGSU,RAAZ - The Mystery Continues (Original Motion Picture Soundtrack),Soniyo,"desi pop,filmi,modern bollywood",Shreya Ghoshal,57,0.637,0.591,9,-6.117,0.0342,0.504,3.29e-06,0.135,0.48,119.956,328440
spotify:track:6WediUhXDfm8FR3wlM0r3G,Desi Boyz,Subha Hone Na De,"desi hip hop,desi pop,filmi,modern bollywood",Mika Singh,64,0.727,0.9,8,-4.529,0.0452,0.0805,0.0464,0.154,0.505,131.97,288696
spotify:track:3tgdOveYac7YMEAQD9sGLf,Sultan,Bulleya,"desi pop,filmi,indian folk,modern bollywood",Papon,58,0.675,0.579,4,-11.976,0.0308,0.369,3.38e-06,0.118,0.724,97.01,357068
spotify:track:2BeY2dQPbD8xYxx3yhBTVD,Table No. 21,"Mann Mera (From ""Table No. 21"")","desi pop,filmi,modern bollywood",Gajendra Verma,48,0.54,0.774,1,-7.873,0.0444,0.0524,0.0,0.142,0.384,191.809,198125
spotify:track:2sf68yQb5MwLJQlprSWa3N,Raanjhana,Raanjhana,"desi pop,filmi,modern bollywood",Arijit Singh,52,0.29,0.621,8,-9.003,0.0498,0.118,0.0,0.142,0.498,167.229,273929
spotify:track:3beYHVCFKzbdNjJqjKeYpM,Murder 3 (Original Motion Picture Soundtrack),Teri Jhuki Nazar,"desi pop,filmi,indian instrumental,modern bollywood",Pritam,63,0.386,0.815,11,-3.395,0.0417,0.707,0.0,0.159,0.349,124.293,279187
spotify:track:7uxL87sR0eqdTRYvDaKg7F,"Mehram (From ""Dr. Arora"")","Mehram (From ""Dr. Arora"")","desi pop,filmi,modern bollywood",Arijit Singh,54,0.341,0.46,2,-11.198,0.0515,0.627,0.0134,0.221,0.281,86.257,258021
spotify:track:2WUTAX3XiWnpXeyjdokgqF,Creature 3D,Hum Naa Rahein Hum,"desi hip hop,desi pop,filmi,modern bollywood",Benny Dayal,36,0.694,0.527,6,-6.07,0.0479,0.606,3.27e-05,0.12,0.413,76.993,315079
spotify:track:7KzGAwJRYS9KLMuVnStqYN,"I, Me Aur Main",Saajna,,Falak Shabbir,54,0.667,0.779,1,-4.115,0.0274,0.252,2.08e-05,0.314,0.557,105.96,281510
spotify:track:2ygS9eInDfG5prFbeeiEYC,Sha- Dobara,Sha- Dobara,modern bollywood,Shashwat Sachdev,52,0.739,0.378,10,-10.378,0.0392,0.737,0.00488,0.184,0.475,85.021,192541
spotify:track:40JXowDwcXJ3C7Xbcaimo3,Purani Jeans (Original Motion Picture Soundtrack),Dil Aaj Kal,"desi pop,filmi,modern bollywood",KK,36,0.568,0.592,8,-5.427,0.0447,0.393,2.21e-05,0.0965,0.327,173.841,320000
spotify:track:5b69IDQ5iucbkWWgJLdnHr,Lagda Na Jee,Lagda Na Jee,,Sahil Sobti,37,0.705,0.637,8,-5.247,0.0664,0.303,0.0,0.166,0.386,88.116,175227
spotify:track:3jPWd7NpYoaGVUSbJh9Xca,Best Of Arijit Singh 2017,Meet,"desi pop,filmi,modern bollywood",Arijit Singh,50,0.554,0.488,5,-8.079,0.0307,0.589,0.0,0.136,0.539,95.949,215412
spotify:track:27FjnefSYiOgaG6jhytdE2,3G - A Killer Connection,Kaise Bataaoon,"desi pop,filmi,modern bollywood",KK,39,0.677,0.503,11,-7.144,0.0524,0.705,3.7e-06,0.104,0.37,107.693,281611
spotify:track:6Bx8qdWaMNtaWmp7gMyaeT,Jaanam - Single,Jaanam,,Brite Roy,23,0.637,0.41,4,-8.736,0.0273,0.553,6.17e-06,0.114,0.403,86.046,209302
spotify:track:2gXZp1zDDA5bnPsLwrSMRj,Bhaag Johnny,Kinna Sona,,Sunil Kamath,62,0.716,0.626,1,-5.274,0.0347,0.608,8.26e-06,0.191,0.467,120.021,303756
spotify:track:1mYcukuz7uow0wc7DmPXHU,"Rozana (From ""Naam Shabana"")",Rozana,"desi pop,filmi,modern bollywood",Shreya Ghoshal,59,0.434,0.378,8,-8.7,0.029,0.766,0.000136,0.115,0.291,92.982,274202
spotify:track:4IGfpRPTnhzZyL74Ilubrb,Gangster,Tu Hi Meri Shab Hai,"desi pop,filmi,modern bollywood",KK,64,0.568,0.726,9,-6.087,0.0366,0.491,0.000764,0.122,0.564,118.842,387947
spotify:track:5nHwX7e5XHnie22nuTFgda,Kites,Dil Kyun Yeh Mera,"desi pop,filmi,modern bollywood",KK,63,0.486,0.382,6,-6.183,0.0286,0.613,8.56e-05,0.149,0.164,125.918,333200
spotify:track:4uK0M8AI6gyFmyzUneQpbi,"Rait Zara Si (From ""Atrangi Re"")","Rait Zara Si (From ""Atrangi Re"")","desi pop,filmi,modern bollywood",Arijit Singh,71,0.563,0.495,2,-10.272,0.0362,0.781,0.0,0.0837,0.244,125.998,291462
spotify:track:2LqxRz84hOXrN8yzVnb6bG,GTBT,Inn Aankho Ne,,BIAS,18,0.757,0.333,0,-6.917,0.0384,0.479,8.3e-05,0.118,0.325,99.952,260404
spotify:track:5b7u3idwfY2LyqMQlCwscm,2016 Shinning Star - Palak Muchhal,"Kaun Tujhe (From ""M.S.Dhoni - The Untold Story"")","desi pop,filmi,modern bollywood",Palak Muchhal,64,0.531,0.431,2,-8.937,0.037,0.868,2.47e-05,0.127,0.19,107.99,241449
spotify:track:3x55c9UVpbURc2T02DLfEM,Dum Maaro Dum,Te Amo (Duet),"desi pop,filmi,modern bollywood,sufi",Sunidhi Chauhan,59,0.594,0.757,11,-5.381,0.0504,0.606,0.0,0.251,0.597,127.894,284723
spotify:track:6cUOiOY5qh2FpIQWIYAd2h,Love Aaj Kal (Original Motion Picture Soundtrack),Mehrama,"desi pop,gujarati pop,modern bollywood",Darshan Raval,68,0.56,0.631,7,-9.032,0.0334,0.861,0.0133,0.0985,0.376,107.987,249416
spotify:track:7ByBwl4UhW1fAPAeQkkIRC,Ro Raha Hoon,Ro Raha Hoon,,Hiteshsk,11,0.551,0.543,10,-11.027,0.0784,0.56,0.0235,0.113,0.11,184.154,170870
spotify:track:5aU0fpmu2sdYJVOHVHCz5s,Singh Is Kinng,Teri Ore,"desi pop,filmi,modern bollywood",Shreya Ghoshal,61,0.467,0.791,2,-4.678,0.0948,0.168,0.0,0.253,0.695,83.354,339644
spotify:track:5WncH5iZ5GFlnXm7jKEXVP,Bhool Bhulaiyaa,Labon Ko,"desi pop,filmi,modern bollywood",KK,64,0.63,0.837,9,-4.635,0.0387,0.329,0.00271,0.159,0.473,107.997,341028
spotify:track:2tva3nN2kQhBjHMC7Zlty6,Raaz 3,Deewana Kar Raha Hai,"desi pop,filmi,modern bollywood,sufi",Javed Ali,58,0.538,0.736,11,-6.113,0.109,0.37,0.0,0.124,0.644,147.89,338923
spotify:track:4TobDQpylJNxkXMH1QUvTp,Tum Mile (Original Motion Picture Soundtrack),Tum Mile - Love Reprise,"desi pop,filmi,indian instrumental,modern bollywood",Pritam,57,0.589,0.626,0,-5.684,0.0273,0.777,1.97e-06,0.13,0.443,114.915,303320
spotify:track:4OcvkkpF3xmyCGGY5IBlgi,Best Of Akhil Sachdeva,"Tera Ban Jaunga (From ""Kabir Singh"")","desi pop,filmi,modern bollywood",Tulsi Kumar,60,0.605,0.53,11,-6.346,0.0246,0.822,0.0,0.131,0.399,93.951,236437
spotify:track:3FLJR1N1dxOYEpZCsTX8p6,Bareilly Ki Barfi,Nazm Nazm feat. Ayushmann Khurana,"desi pop,filmi,modern bollywood",Ayushmann Khurrana,63,0.555,0.496,9,-7.175,0.0329,0.64,0.0,0.0767,0.391,82.229,194634
spotify:track:6vuMdb0E8buJeSHArN3dXk,"Chale Aana (From ""De De Pyaar De"")","Chale Aana (From ""De De Pyaar De"")","desi pop,filmi,modern bollywood",Armaan Malik,62,0.368,0.587,6,-6.676,0.0378,0.309,0.0,0.149,0.391,143.687,271023
spotify:track:47l2Dd3XPBLio3kjbEMyDJ,Jannat 2 (Original Motion Picture Soundtrack),Tujhe Sochta Hoon,"desi pop,filmi,modern bollywood",KK,61,0.579,0.712,0,-6.119,0.0308,0.259,0.000253,0.18,0.486,80.998,313933
spotify:track:7aE1lfskJLMHQnzCCP1zsV,Best Of Akhil Sachdeva,"Humsafar (From ""Badrinath Ki Dulhania"")","desi pop,modern bollywood",Akhil Sachdeva,63,0.319,0.552,7,-6.401,0.0307,0.719,0.0,0.144,0.221,93.991,268463
spotify:track:6gwnKOvdBKkTU4CQ7KpIAu,"Bandeya (feat. Arijit Singh) [From ""Dil Juunglee""]","Bandeya (feat. Arijit Singh) - From ""Dil Juunglee""","desi pop,filmi,modern bollywood",Arijit Singh,68,0.465,0.551,7,-6.58,0.0362,0.619,6.03e-06,0.109,0.415,89.459,184666
spotify:track:55LK166LWHOpXOroZ5g82J,The Shaukeens,Meherbani,"desi pop,filmi,hare krishna,modern bollywood",Jubin Nautiyal,64,0.41,0.455,4,-8.071,0.0316,0.731,0.0,0.185,0.361,90.993,243592
spotify:track:5NdVbWjNxxzv3SMxtINLu2,"Nai Lagda (From ""Notebook"")","Nai Lagda (From ""Notebook"")","desi pop,filmi,modern bollywood",Asees Kaur,59,0.514,0.548,2,-7.145,0.0381,0.669,0.0,0.0849,0.383,153.794,287107
spotify:track:22DrqPUQfcOkv6QmjvHFcB,Jalebi (Original Motion Picture Soundtrack),Mera Pyar Tera Pyar,"desi pop,filmi,modern bollywood",Arijit Singh,56,0.638,0.471,7,-7.025,0.0258,0.825,0.0,0.0993,0.381,99.017,275371
spotify:track:35XOutkHJChtKfO4kG6CED,Coke Studio: Season 9,Tera Woh Pyar (Nawazishein Karam),,Various Artists,0,0.317,0.611,11,-5.27,0.0309,0.501,0.0,0.104,0.422,109.937,425000
spotify:track:4PwTeFfKqmR3XIeXXUBDOf,"Maiyya Mainu (From ""Jersey"")","Maiyya Mainu (From ""Jersey"")","desi pop,modern bollywood",Sachet Tandon,77,0.63,0.739,0,-3.942,0.0248,0.194,0.0,0.113,0.224,109.985,231576
spotify:track:2QRc8jYol5Xsxyf6nYoYXW,Romantic Hits By Jubin Nautiyal,"Humnava Mere (From ""Humnava Mere"")","desi pop,filmi,hare krishna,modern bollywood",Jubin Nautiyal,45,0.4,0.553,5,-8.263,0.0337,0.471,2.96e-06,0.124,0.365,79.269,328992
spotify:track:30CDYWqqitNHUa0DGaUeIE,"Jaan Ban Gaye (From ""Khuda Haafiz"")",Jaan Ban Gaye,"desi pop,filmi,modern bollywood,sufi",Mithoon,68,0.537,0.419,11,-11.585,0.0414,0.76,1.07e-05,0.107,0.292,132.261,211674
spotify:track:1hQia6rxgfM1ly2hE3StWp,Student of the Year (Original Motion Picture Soundtrack),Ishq Wala Love,"desi pop,filmi,modern bollywood",Vishal-Shekhar,68,0.711,0.295,0,-12.377,0.0334,0.534,4.51e-05,0.0782,0.694,135.041,257973
spotify:track:7eNSk0grNnO7MqjLZzs6MM,Shamshera,Fitoor,"desi pop,filmi,modern bollywood",Arijit Singh,75,0.516,0.481,0,-9.234,0.0433,0.819,2.87e-06,0.0893,0.212,138.997,308460
spotify:track:32765xcLM1fd6wQIpkN9A0,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Hasi - Male Version,"desi pop,modern bollywood",Ami Mishra,68,0.296,0.581,6,-5.945,0.0338,0.433,0.0,0.0577,0.231,147.935,272669
spotify:track:0gPgdRfB4jdGrlyXS0Vx78,Bachna Ae Haseeno,Khuda Jaane,"desi pop,filmi,modern bollywood",KK,70,0.382,0.632,8,-6.393,0.0411,0.391,0.000486,0.0922,0.716,78.936,333584
spotify:track:6VVk2FTcV6GrKMSP1BqZNy,Teri Saansein,Teri Saansein,,Nil Dey,22,0.557,0.24,2,-12.879,0.0368,0.964,0.113,0.0948,0.118,125.047,190155
spotify:track:5ajfRrXpInejkZUxZOX6Rm,Parmanu (Original Motion Picture Soundtrack),Jitni Dafa,"desi pop,filmi,modern bollywood",Jeet Gannguli,63,0.643,0.513,10,-7.355,0.0253,0.832,0.000852,0.143,0.25,95.976,222302
spotify:track:0M9UxL5CebtmlijPMH6KfW,"Ek Dil Ek Jaan (From ""Padmaavat"")","Ek Dil Ek Jaan (From ""Padmaavat"")",modern bollywood,Sanjay Leela Bhansali,57,0.528,0.664,2,-7.262,0.0377,0.226,0.0,0.121,0.109,97.893,219870
spotify:track:3s6H6UW7yPu2rsF8CGki60,Kites,Zindagi Do Pal Ki,"desi pop,filmi,modern bollywood",KK,59,0.678,0.771,6,-2.849,0.0266,0.0277,0.00253,0.149,0.462,105.976,253200
spotify:track:4wqyrrwu6HCZWqdbOx53JX,"Humnava (From ""Hamari Adhuri Kahani"")","Humnava (From ""Hamari Adhuri Kahani"")","desi pop,filmi,modern bollywood,sufi",Mithoon,51,0.341,0.478,4,-7.201,0.041,0.781,2.07e-05,0.147,0.276,199.435,328854
spotify:track:1xM94gXmm5mqZMXIKXF7Pu,Love Mashup 2016 (By Kiran Kamath),Love Mashup 2016 (By Kiran Kamath),"desi pop,filmi,modern bollywood",Arijit Singh,40,0.296,0.756,2,-4.325,0.0592,0.0193,0.0,0.0716,0.278,86.577,287191
spotify:track:2b2HutIDmoeBnnKRWDLAtV,Murder 2,Phir Mohabbat,"desi pop,filmi,modern bollywood",Arijit Singh,62,0.461,0.481,0,-6.389,0.0327,0.789,1.01e-06,0.127,0.262,199.807,329851
spotify:track:1SDzEed9leGGDVJIv2GPUE,The Train,Mausam,"desi pop,filmi,modern bollywood,sufi",Mithoon,54,0.37,0.717,5,-7.489,0.0407,0.252,2.5e-05,0.497,0.36,163.815,341821
spotify:track:3Kl8p2PxVf8eAayLwTxOIm,Tum Mile (Original Motion Picture Soundtrack),Dil Ibaadat,"desi pop,filmi,modern bollywood",KK,68,0.59,0.859,2,-5.005,0.0416,0.633,0.0,0.286,0.634,149.966,329387
spotify:track:0Sw7dhcGlUvIl2NkNejvmZ,Sanak (Original Motion Picture Soundtrack),Suna Hai,"desi pop,filmi,hare krishna,modern bollywood",Jubin Nautiyal,57,0.462,0.472,4,-6.913,0.0281,0.726,0.000107,0.136,0.238,116.777,193333
spotify:track:7u5B4ptccyg8T7NPfByhE7,Chandni Chowk To China,Tere Naina,"desi pop,filmi,modern bollywood",Shreya Ghoshal,58,0.758,0.377,6,-10.224,0.0511,0.544,7.65e-05,0.0904,0.624,139.932,255721
spotify:track:14uXhHNINQqjl2hngD21s9,Tera Chehra,Tera Chehra,"classic bollywood,classic pakistani pop,desi pop,filmi,modern bollywood",Adnan Sami,62,0.646,0.562,11,-9.157,0.0331,0.523,0.0021,0.104,0.488,100.0,392526
spotify:track:53DXM0bHfB7xkqJZYlksuh,Ghajini,Kaise Mujhe,"desi pop,filmi,modern bollywood",Shreya Ghoshal,59,0.59,0.414,10,-12.391,0.0346,0.781,0.000522,0.146,0.292,82.002,343742
spotify:track:3yx02ziIDzNaiNS2np8rfZ,Ishq Wali Baarish,Ishq Wali Baarish,,Altaaf Sayyed,29,0.676,0.54,7,-5.587,0.0277,0.722,0.0,0.319,0.577,122.023,230656
spotify:track:1CVqr5LImdmJ1Upt4z08Pm,Jannat 2 (Original Motion Picture Soundtrack),Tu Hi Mera,"desi pop,filmi,indian instrumental,modern bollywood",Pritam,60,0.621,0.859,11,-4.673,0.102,0.546,0.0,0.11,0.873,90.047,272973
spotify:track:1mjWhM7GQTTxJxg2F0iCRS,"Dil Mein Ho Tum (From ""Cheat India"")","Dil Mein Ho Tum (From ""Cheat India"")","desi pop,filmi,modern bollywood",Armaan Malik,60,0.608,0.653,8,-7.573,0.0427,0.507,0.000243,0.107,0.423,86.933,326765
spotify:track:2F2AajEbnO0e5CMlLsReUc,Kyun,Kyun,"desi pop,filmi,modern bollywood",Jyotica Tangri,46,0.569,0.658,1,-5.012,0.0351,0.5,0.0,0.129,0.712,77.187,208831
spotify:track:7l5Z4Z3eRvdC9MV1sdk0Ri,Best Of Neha Kakkar 2017,Kabira-Naina,"desi pop,filmi,modern bollywood",Neha Kakkar,48,0.471,0.586,4,-4.766,0.0511,0.534,0.0,0.0741,0.363,172.295,319626
spotify:track:4xkEOanH8gqgCFfipYzeMA,Music Therapy - Soulful Music,"Maula Mere Maula (From ""Anwar"")","classic bollywood,desi pop,filmi,modern bollywood,sufi",Roop Kumar Rathod,27,0.548,0.737,0,-7.865,0.0386,0.458,0.00806,0.091,0.412,119.961,364330
spotify:track:3OLFqbd9ZeVjaUKTiaLsD6,Tum Mile (Original Motion Picture Soundtrack),Tu Hi Haqeeqat,"desi pop,filmi,indian instrumental,modern bollywood",Pritam,63,0.705,0.744,4,-5.416,0.0341,0.582,0.0,0.2,0.706,115.959,302027
spotify:track:4vgCpNUUcpEIBifidhQOnR,Jannat (Original Motion Picture Soundtrack),Haan Tu Hain,"desi pop,filmi,modern bollywood",KK,64,0.415,0.904,2,-3.586,0.104,0.718,0.0,0.0739,0.729,83.648,324880
spotify:track:1tKhy83q8OsdcpZaX9N4Z2,Jism 2,Abhi Abhi,"desi pop,filmi,modern bollywood",KK,58,0.566,0.634,2,-5.551,0.0443,0.145,0.000716,0.0814,0.36,143.89,342669
spotify:track:2ILhVeTkbDAYEvesCCBsNo,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),Tumhi Dekho Naa,"desi pop,filmi,modern bollywood",Sonu Nigam,59,0.525,0.448,2,-10.365,0.0391,0.572,1.51e-05,0.107,0.356,81.131,347453
spotify:track:62RXe5I6L7n32fUMd8Puvo,Kabir Singh,Yeh Aaina,"desi pop,filmi,modern bollywood",Shreya Ghoshal,60,0.552,0.428,2,-9.433,0.0346,0.607,0.00125,0.115,0.197,131.745,311368
spotify:track:5mp7og60TpyNiKi2p9Morw,Behen Hogi Teri,Tenu Na Bol Pawaan,"desi pop,filmi,modern bollywood",Yasser Desai,63,0.557,0.487,8,-7.244,0.0231,0.515,0.0,0.112,0.395,98.082,295353
spotify:track:1uwCYPAgiy5d7lPJvf0gf8,One Night Stand,Ijazat,"desi pop,filmi,modern bollywood",Arijit Singh,51,0.519,0.463,6,-8.88,0.0264,0.327,0.0,0.106,0.224,94.965,288964
spotify:track:6pe0FG3XseFHT3SaaMw5M5,"Valam (From ""Made in China"")","Valam (From ""Made in China"")","desi pop,filmi,modern bollywood",Arijit Singh,47,0.641,0.468,0,-8.068,0.0286,0.589,0.0,0.0774,0.301,91.985,195652
spotify:track:7huM7xImcrQOjj6C2FCioS,"Thoda Aur (From ""Ranchi Diaries"")",Thoda Aur,"desi pop,filmi,modern bollywood",Arijit Singh,45,0.533,0.649,7,-7.91,0.101,0.592,0.000701,0.1,0.571,179.965,248951
spotify:track:7r7PJJSvVPCAQK4h0vc7xT,Bol Kaffara Kya Hoga - Dj Chetas,Bol Kaffara Kya Hoga - Dj Chetas,"desi pop,filmi,modern bollywood",Neha Kakkar,58,0.586,0.847,1,-5.167,0.0556,0.559,0.0,0.161,0.685,81.996,207073
spotify:track:7GviKiN4Ah440NQmENzPwN,Arijit Singh Broken Strings,"Itni Si Baat Hain (From ""Azhar"")","desi pop,filmi,modern bollywood",Arijit Singh,51,0.559,0.768,2,-4.77,0.0656,0.494,0.0,0.0844,0.289,155.777,294847
spotify:track:05REArTDZQd59A9Y4XC0Aq,Ragini Mms 2,Maine Khud Ko,"desi hip hop,desi pop,filmi,modern bollywood,pakistani pop",Mustafa Zahid,59,0.648,0.52,7,-8.543,0.0249,0.674,0.00129,0.0821,0.492,102.975,329072
spotify:track:7LGgRybx6vnACSRnYcGmMl,Jannat (Original Motion Picture Soundtrack),Judai,"desi pop,filmi,indian instrumental,modern bollywood",Pritam,57,0.677,0.837,8,-4.814,0.0646,0.237,0.0013,0.115,0.829,111.934,302400
spotify:track:5G7pZ8G8NFvS1MQ9H4L7dC,Pal,Pal,"desi pop,filmi,modern bollywood",Arijit Singh,69,0.51,0.502,7,-7.016,0.0325,0.71,0.0,0.0708,0.321,133.885,247286
spotify:track:4rSmmC6OYmjVOYxr8ruVWN,Crook (Original Motion Picture Soundtrack),Mere Bina,"desi pop,filmi,indian instrumental,modern bollywood",Pritam,65,0.511,0.767,2,-5.699,0.0524,0.651,0.0,0.153,0.463,79.923,289560
spotify:track:4M513o3dSYspKeT6UNJpcx,Tum Bin 2,Ishq Mubarak,"desi pop,filmi,modern bollywood",Arijit Singh,56,0.48,0.736,0,-6.477,0.0363,0.424,3.92e-06,0.128,0.642,93.944,296600
spotify:track:0lpDlWrV0Cw3eGGvPU6d3R,"Gazab Ka Hai Din (From ""Dil Juunglee"")","Gazab Ka Hai Din (From ""Dil Juunglee"")","desi pop,filmi,hare krishna,modern bollywood",Jubin Nautiyal,56,0.325,0.421,2,-8.636,0.0561,0.659,4.46e-06,0.0825,0.204,170.363,236325
spotify:track:7EjatvVN2Y2GjpvKSyWJR4,Life In A Metro (Original Motion Picture Soundtrack),Alvida,"desi pop,filmi,modern bollywood",KK,57,0.287,0.654,2,-5.57,0.0374,0.593,7.3e-06,0.11,0.241,84.015,338587
spotify:track:5a11x5PUFvJEadMRqtNtTr,Tere Naal Love Ho Gaya (Original Motion Picture Soundtrack),Piya O Re Piya,"desi pop,filmi,modern bollywood",Shreya Ghoshal,63,0.442,0.574,2,-6.394,0.0828,0.273,0.0,0.094,0.308,167.857,292747
spotify:track:1VvGJIAjhGdB7InVP9NA7V,Meri Pyaari Bindu,Haareya,"desi pop,filmi,modern bollywood",Arijit Singh,56,0.675,0.392,4,-10.11,0.037,0.773,0.0,0.109,0.534,123.935,214736
spotify:track:2n9ylYiF7urpXo36qBwr3g,Mera Dil Bhi Kitna Pagal Hai (Recreated Version),Mera Dil Bhi Kitna Pagal Hai - Recreated Version,"desi pop,modern bollywood",Stebin Ben,69,0.601,0.733,6,-5.987,0.0362,0.333,1.73e-06,0.406,0.375,94.017,200828
spotify:track:4GrowvVL3xpUgfnXj6mVRH,Shaadi Mein Zaroor Aana (Original Motion Picture Soundtrack),Jogi,"desi pop,filmi,modern bollywood",Yasser Desai,63,0.651,0.562,9,-5.787,0.0302,0.601,0.0,0.121,0.607,81.029,273189
